Entry,mcav_c1,mcav_c3,mcav_c5,mcav_c6,mcav_c7,mcav_c8,mcav_d1,mcav_d2,mcav_d3,mcav_d4,mcav_d5,mcav_d6,mcav_d8
Q5F478,0,0,1,0,0,0,4,0,0,0,0,1,0
Q5F488,25,16,21,17,15,28,54,38,22,12,17,13,2
Q5F489,99,35,109,22,92,166,309,94,224,92,97,191,113
Q5F499,210,160,563,45,384,512,825,208,562,87,175,436,347
Q5F4A1,44,15,79,3,13,60,101,19,49,20,6,18,8
Q5F4A9,305,186,456,67,338,495,722,213,692,101,257,499,281
Q5F4C4,111,42,65,4,27,86,130,26,109,20,15,57,67
Q5FB27,36,30,126,5,107,178,275,60,75,28,11,65,33
Q5FC79,0,1,5,0,5,1,15,7,6,0,0,0,2
Q5FVB0,4,4,11,0,7,24,27,14,36,7,0,20,9
Q5FVB2,273,160,413,42,314,756,802,251,564,99,140,734,344
Q5FVF9,0,0,0,0,0,3,0,0,0,0,0,0,0
Q5FVL2,4,2,7,4,14,29,18,34,24,8,0,5,6
Q5FVM7,0,0,4,0,0,2,7,0,0,0,0,4,0
Q5FVN0,66,72,141,23,108,131,21,44,65,4,60,26,49
Q5FVN8,260,92,910,19,136,534,645,351,632,152,0,578,103
Q5FVQ4,3,0,2,0,4,3,10,5,7,0,0,3,0
Q5FVR2,612,266,570,70,483,722,1535,703,1069,393,300,1398,329
Q5FW48,20,26,39,13,28,50,48,16,68,13,17,66,32
Q5FWF4,0,0,0,0,0,1,1,0,0,0,0,5,0
Q5FWF7,30,8,13,2,16,36,10,5,17,3,0,13,13
Q5FWK3,59,24,87,3,60,80,104,56,94,32,22,41,28
Q5FWL3,102,49,128,6,110,196,257,80,153,43,10,154,63
Q5FWR0,16,14,50,4,42,94,144,17,49,10,16,30,15
Q5FWT1,54,97,120,22,91,168,224,104,259,55,65,223,99
Q5FWU8,53,34,166,18,72,87,147,27,126,32,47,56,68
Q5FYB0,369,139,649,32,208,679,822,386,973,168,42,253,133
Q5FYB1,240,156,292,42,395,497,639,296,1226,120,59,284,206
Q5G265,0,0,1,0,0,5,0,6,2,0,0,0,0
Q5GFL6,6,0,0,11,4,0,7,0,0,0,0,0,0
Q5GH73,89,73,152,11,124,301,62,85,108,11,15,60,72
Q5GIS3,2196,752,2762,177,1991,3371,4619,2326,2818,798,450,1977,1099
Q5GN48,20,17,56,7,15,73,66,63,38,7,0,27,16
Q5GRY6,22,21,70,6,75,139,169,39,95,34,39,57,38
Q5H8A4,34,39,65,9,80,484,276,76,255,41,45,654,129
Q5H8C4,0,1,2,15,1,4,0,8,9,1,0,0,0
Q5H9S7,184,108,296,31,328,534,820,244,585,134,133,588,224
Q5HDB2,20,29,49,9,73,114,92,5,123,5,29,111,40
Q5HYA8,0,0,2,5,0,0,0,3,6,0,0,6,0
Q5HYC2,3,0,11,2,0,2,13,5,1,0,0,8,3
Q5HYK7,105,35,114,7,95,157,240,102,220,47,73,160,65
Q5HYM0,331,347,1374,97,552,1055,1917,2123,1785,2505,645,2408,443
Q5HZA1,15,8,29,6,25,30,79,31,23,7,0,27,11
Q5HZA4,144,59,156,8,144,205,329,144,179,51,33,78,99
Q5HZE0,28,6,26,2,56,95,57,21,45,10,0,17,34
Q5HZH2,14,4,21,2,5,48,4,4,18,2,0,10,4
Q5HZJ0,20,18,66,1,30,46,45,21,62,3,0,16,11
Q5HZL1,5,3,4,0,2,23,0,2,11,1,0,8,17
Q5HZP1,30,37,57,12,104,86,103,24,132,38,26,106,54
Q5HZP7,6,6,12,2,19,21,16,0,12,4,0,0,4
Q5HZT0,377,176,461,22,237,526,1151,308,579,120,107,541,228
Q5I020,9,6,14,10,44,54,23,10,8,0,27,18,45
Q5I085,729,399,1049,80,887,1301,1994,901,1306,397,327,1190,608
Q5I0D7,388,323,834,43,610,1112,464,456,1062,292,141,406,407
Q5I0H9,8,0,6,1,1,0,10,0,0,0,0,0,0
Q5I0I5,3,8,30,0,97,14,42,30,42,19,0,21,5
Q5I0I9,7,0,5,1,2,13,25,0,5,2,0,3,3
Q5I0K7,13,15,29,4,20,35,37,8,58,14,0,35,14
Q5I0S6,115,61,250,11,119,295,280,92,239,47,27,155,56
Q5I0S8,209,88,209,25,79,293,328,91,343,73,30,183,106
Q5I3Q2,6,11,43,7,46,78,6,12,8,9,0,6,25
Q5I4F9,41,20,35,3,37,38,41,46,68,18,29,49,16
Q5I597,139,131,504,23,186,290,1129,477,1196,174,115,1026,157
Q5IGR8,31,11,69,2,15,38,85,32,24,3,0,19,4
Q5IS41,0,0,0,0,0,0,1,0,0,0,0,0,0
Q5IS52,0,0,1,0,3,2,12,9,1,1,0,5,2
Q5IS61,1,1,40,2,7,48,23,4,7,11,0,3,1
Q5IS65,21,18,110,7,46,91,159,49,111,30,0,118,46
Q5IS66,0,1,0,0,0,0,2,0,0,0,0,0,0
Q5IS75,13,5,23,0,8,56,5,6,2,0,0,5,7
Q5IS79,33,13,26,6,36,114,7,9,5,0,5,0,27
Q5IS98,3,0,0,4,1,12,4,3,0,0,0,0,2
Q5JI69,16,30,77,11,138,170,59,28,110,22,13,78,65
Q5JPE7,0,1,4,0,0,0,3,2,2,0,0,0,0
Q5JR12,365,221,729,67,447,709,816,495,943,293,164,572,431
Q5JS54,3,0,2,0,4,5,6,0,13,0,0,0,1
Q5JTD7,144,59,236,22,146,261,750,163,291,78,0,281,74
Q5JU00,84,52,211,19,53,129,234,74,224,34,23,123,44
Q5JVF3,47,41,26,4,24,80,39,32,76,9,0,31,34
Q5JVL4,117,38,102,6,85,148,496,115,236,63,0,251,75
Q5JXC2,4,35,45,9,65,53,64,41,65,0,65,62,51
Q5K2P9,7,0,3,0,6,16,7,1,0,1,0,6,1
Q5K6N0,67,65,158,17,122,140,277,33,240,22,61,158,81
Q5KR61,22,3,14,2,7,18,15,0,14,0,0,9,7
Q5KTJ6,4,39,29,7,23,29,109,32,84,19,0,71,11
Q5KY48,12,10,30,6,41,66,0,3,21,6,0,1,33
Q5LED4,0,0,6,0,0,4,1,0,2,5,0,1,5
Q5M7F8,18,5,23,3,6,37,64,13,37,11,6,121,18
Q5M7K4,12,6,42,4,13,23,22,23,36,3,0,14,3
Q5M7M7,132,43,252,34,124,129,569,327,190,103,39,163,32
Q5M7N9,217,60,284,27,124,363,145,200,223,55,0,46,62
Q5M7P5,18,9,53,10,13,30,42,6,43,12,0,2,0
Q5M7R9,34,13,98,5,30,70,93,53,47,7,0,122,17
Q5M7U6,10,1,10,1,7,2,7,22,6,0,0,0,0
Q5M808,9,4,49,0,34,30,22,51,69,9,3,17,20
Q5M824,163,76,384,31,128,261,262,183,163,107,15,73,44
Q5M868,122,71,200,9,174,288,651,114,236,34,6,282,104
Q5M882,42,10,43,6,37,63,129,42,60,10,0,63,34
Q5M8G4,42,41,164,32,51,82,12,68,84,14,8,18,18
Q5M8K8,25,61,152,28,145,195,462,67,293,32,39,335,99
Q5M8N0,34,16,67,6,62,92,18,50,135,19,33,7,55
Q5M8V2,55,45,129,11,74,167,102,53,138,26,36,76,80
Q5M8W9,121,63,129,15,134,137,210,126,266,56,19,174,55
Q5M8Z0,122,38,142,3,50,107,2032,403,803,110,35,1299,37
Q5M9B7,1380,500,793,144,677,1226,1103,1349,1316,852,390,1298,519
Q5M9F5,7,0,0,0,0,4,2,0,3,0,0,1,2
Q5M9N0,81,32,176,5,59,128,181,72,82,18,8,20,32
Q5MAU8,43,6,17,7,18,72,69,13,121,28,32,63,25
Q5MB13,0,0,0,0,0,4,0,0,3,0,0,0,0
Q5MNU5,109,98,245,17,161,360,707,223,456,121,65,341,107
Q5MPA9,528,200,653,62,497,862,700,671,367,140,67,323,370
Q5NC57,56,16,39,0,18,63,142,54,106,44,0,97,34
Q5NC83,72,27,108,3,39,67,268,55,186,47,0,149,35
Q5NCX5,0,5,1,1,0,0,0,0,4,0,0,4,0
Q5NDE7,44,9,46,1,11,55,55,30,39,26,0,29,4
Q5NDL3,0,13,13,0,5,17,0,0,18,0,0,6,19
Q5NVD0,196,105,331,42,202,432,715,206,365,133,77,298,179
Q5NVI3,452,238,619,77,461,815,1248,468,891,275,118,829,371
Q5NVM3,0,0,12,0,4,22,3,12,0,0,0,11,4
Q5NVM5,24,4,15,0,6,16,19,2,16,4,0,14,0
Q5NVR2,281,169,651,58,303,708,683,369,911,243,154,689,237
Q5PNP1,29,2,37,0,30,32,317,28,60,15,7,82,17
Q5PP32,40,20,36,1,35,61,82,27,54,12,0,32,32
Q5PPI9,3,1,3,0,2,6,0,3,0,0,0,3,0
Q5PPS5,74,51,150,17,78,140,87,61,102,22,0,55,57
Q5PPU8,116,102,195,28,208,261,246,131,317,40,48,255,123
Q5PPV5,9,2,1,1,1,1,3,8,11,0,0,1,0
Q5PQ44,67,19,70,6,66,143,144,82,135,45,14,88,39
Q5PQ50,233,59,206,12,140,249,350,119,375,88,54,272,109
Q5PQ59,19,13,21,0,41,43,21,55,42,21,0,22,19
Q5PQJ7,101,47,165,9,148,206,183,61,124,13,78,114,81
Q5PQJ9,98,54,207,18,130,181,542,105,223,37,62,281,129
Q5PQN0,2,4,2,0,0,6,0,0,0,0,0,5,1
Q5PQN1,150,77,301,13,128,329,577,142,291,60,49,240,107
Q5PQQ9,8,2,18,4,8,2,5,0,7,2,0,2,4
Q5PRC7,35,54,132,11,65,182,256,52,228,44,19,152,80
Q5PRE5,863,241,841,72,602,1227,1821,1141,1354,600,406,1239,480
Q5PSV4,61,74,218,19,190,367,487,67,319,47,39,255,164
Q5PYH5,0,0,0,0,0,0,0,0,1,0,0,0,0
Q5PYH7,632,455,1020,78,777,1462,2128,703,1280,305,258,1354,591
Q5Q995,1804,490,784,94,771,1180,1744,2046,1332,967,386,1722,520
Q5QD04,175,57,134,17,142,178,88,84,68,26,85,40,86
Q5QD07,37,6,43,3,11,26,51,11,16,0,30,29,17
Q5QD08,0,1,0,0,0,2,4,0,0,0,0,0,1
Q5QD09,5,1,3,0,2,1,14,4,7,0,0,7,0
Q5QD10,60,24,119,11,101,115,361,88,126,39,94,369,75
Q5QD11,4,11,20,1,1,7,14,8,5,5,0,4,5
Q5QD12,18,3,44,1,25,62,18,44,60,6,0,2,24
Q5QD13,14,4,40,2,13,55,35,21,3,7,0,1,21
Q5QD15,8,0,11,0,8,4,24,15,7,10,26,38,3
Q5QD23,0,0,1,0,0,0,0,0,0,0,0,0,0
Q5QD24,0,0,3,0,3,2,3,0,0,0,0,14,1
Q5QE80,0,0,8,0,5,7,0,3,0,1,0,0,0
Q5QJC4,39,10,102,1,31,55,58,1,41,1,37,18,41
Q5QJE6,71,43,94,49,76,136,313,76,222,47,18,247,80
Q5QJU3,257,218,638,98,288,813,518,373,557,133,94,261,198
Q5QNI2,80,62,208,28,132,268,389,118,160,57,6,130,83
Q5QNP2,6,0,0,0,0,0,1,0,0,0,0,0,0
Q5QNQ6,705,339,820,87,586,1080,1491,490,922,210,172,699,482
Q5QNQ9,12,11,50,3,41,60,12,5,21,4,0,4,3
Q5QQ49,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5QQ53,3,2,23,0,11,36,28,11,9,3,0,9,23
Q5R1T0,79,29,38,21,63,117,81,115,144,83,68,40,25
Q5R1W5,268,119,396,29,277,588,612,379,512,184,32,315,205
Q5R2J2,3416,1221,3146,354,1850,3014,12293,5811,9316,1914,1060,12161,2742
Q5R3Z7,3,3,15,1,5,14,1,20,6,2,0,5,4
Q5R416,83,29,84,17,43,106,212,109,72,26,11,41,8
Q5R481,365,311,720,77,470,954,1360,458,1011,193,150,1001,416
Q5R4A0,103,97,186,37,178,200,227,80,266,52,75,267,139
Q5R4C9,70,36,79,9,88,123,202,82,174,48,10,197,97
Q5R4D7,0,2,0,0,0,0,0,0,0,0,0,0,0
Q5R4F4,0,0,5,3,1,10,14,0,3,6,0,2,7
Q5R4G6,13,0,11,5,17,8,54,4,31,5,0,22,0
Q5R4I2,15,10,28,8,6,14,26,20,23,5,0,19,3
Q5R4J5,248,120,256,35,187,347,333,125,161,24,14,148,160
Q5R4L5,186,74,287,20,194,362,865,223,562,83,35,569,146
Q5R4M8,230,134,377,20,361,459,986,288,554,93,197,729,233
Q5R4T3,9,46,37,7,61,49,88,11,130,7,0,110,35
Q5R4U9,853,435,825,104,755,1256,1194,678,2118,441,368,1084,684
Q5R4V3,636,354,844,109,612,992,2317,516,1264,266,113,1210,329
Q5R4W3,384,151,495,31,485,693,775,457,893,264,106,621,336
Q5R4X0,10,13,34,7,26,40,79,0,44,2,24,39,30
Q5R4X5,19,6,30,4,17,28,15,62,9,7,0,8,3
Q5R573,267,129,353,48,167,471,778,321,458,162,27,654,220
Q5R592,106,123,200,46,211,318,507,114,420,100,39,304,153
Q5R5C5,0,7,99,4,19,72,11,0,7,7,0,33,14
Q5R5D2,73,39,121,8,53,173,143,46,123,12,18,216,72
Q5R5D8,53,11,32,3,19,38,381,20,135,21,42,45,18
Q5R5H7,0,2,0,0,0,3,0,0,0,0,0,0,0
Q5R5J6,16,4,17,0,8,39,39,17,22,2,0,4,7
Q5R5L3,0,9,17,0,0,10,24,4,16,1,0,26,0
Q5R5L7,87,24,91,0,56,90,406,81,115,41,0,140,39
Q5R5M5,29,1,69,1,24,97,0,56,14,0,0,0,18
Q5R5N8,89,36,196,15,200,210,154,71,175,52,0,83,67
Q5R5R2,138,100,226,41,216,559,707,86,331,47,115,339,505
Q5R5R4,137,55,147,18,141,164,232,107,217,22,0,178,107
Q5R5U3,131,54,166,17,108,331,580,182,243,65,17,202,74
Q5R5W2,30,16,93,4,32,97,186,50,156,29,7,110,14
Q5R5X0,79,101,260,13,132,323,288,151,216,37,36,103,54
Q5R5Z5,540,275,704,86,529,1037,1263,624,1696,430,426,1517,498
Q5R613,111,79,222,16,175,281,241,111,271,63,23,142,92
Q5R614,10,3,10,1,8,18,51,2,35,1,0,36,2
Q5R621,136,100,219,20,219,461,820,242,360,48,48,396,249
Q5R630,408,176,581,46,446,780,1438,415,873,248,110,815,414
Q5R634,30,17,65,15,52,93,48,20,98,25,41,43,58
Q5R685,271,192,516,50,384,668,706,516,627,191,116,667,263
Q5R6C0,113,40,152,15,95,151,137,101,108,43,19,71,73
Q5R6J1,48,21,48,5,27,96,169,37,48,12,15,61,46
Q5R6L8,35,19,70,12,24,101,136,42,69,34,0,34,32
Q5R6P5,26,16,48,9,27,46,93,43,61,9,43,63,42
Q5R6Q2,157,82,244,19,182,353,753,148,411,91,74,475,142
Q5R6S2,93,34,113,11,159,125,146,104,183,38,76,138,54
Q5R6Z7,27,32,82,1,71,80,116,58,159,33,0,71,64
Q5R733,7,12,73,5,20,33,26,22,39,2,17,20,30
Q5R746,106,38,212,6,97,285,163,75,161,57,46,74,78
Q5R752,13,2,20,2,1,31,23,21,10,4,0,3,4
Q5R754,178,62,260,5,166,255,583,129,318,62,28,284,120
Q5R762,56,30,98,8,60,103,255,104,143,33,15,63,41
Q5R778,2,6,15,2,4,11,9,12,22,1,0,11,2
Q5R789,90,42,87,8,59,145,186,55,138,27,38,88,52
Q5R796,51,25,46,7,47,57,66,88,95,13,27,84,24
Q5R7B8,119,70,243,32,133,363,252,90,193,44,34,87,91
Q5R7D1,14,46,63,5,31,41,13,29,149,9,1,89,7
Q5R7G6,146,134,244,42,214,406,703,115,500,95,140,624,160
Q5R7H0,109,27,135,10,59,165,169,68,207,46,7,115,63
Q5R7J6,87,27,133,16,57,152,217,129,136,35,0,93,45
Q5R7J8,245,73,356,36,181,260,1009,284,377,94,67,405,113
Q5R7K7,13,19,67,2,177,132,96,10,37,3,0,21,40
Q5R7K9,0,0,0,0,0,2,0,0,0,0,0,0,0
Q5R7M2,354,59,176,2,212,256,163,126,106,32,104,35,83
Q5R7R6,65,25,97,5,70,120,120,36,99,18,5,68,35
Q5R7R9,471,162,501,46,319,611,1387,345,598,174,148,816,400
Q5R7S6,796,402,906,141,696,1312,2723,992,1415,335,258,3003,658
Q5R7T5,0,5,21,2,4,8,19,10,26,1,0,3,0
Q5R7T9,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5R7U6,21,8,18,0,6,16,110,15,30,7,0,1,5
Q5R7X2,21,1,13,0,3,43,40,29,17,16,0,21,5
Q5R7X9,28,17,55,4,46,85,25,30,126,26,0,44,39
Q5R806,75,35,86,3,74,223,208,77,130,36,14,55,74
Q5R826,584,244,635,67,340,1127,446,341,525,186,184,256,412
Q5R868,43,1,48,0,25,50,77,18,29,23,0,6,14
Q5R869,123,35,243,2,70,373,349,120,179,15,29,157,89
Q5R899,0,0,8,1,4,9,26,11,15,4,0,0,1
Q5R8B0,19,10,14,0,11,14,34,15,22,5,0,21,4
Q5R8I8,70,222,436,104,292,528,139,84,190,10,214,166,315
Q5R8J8,446,178,388,32,305,526,912,454,693,180,86,907,330
Q5R8L2,47,60,126,20,110,170,220,80,227,38,5,193,45
Q5R8M1,43,78,51,15,61,90,101,26,224,9,0,130,50
Q5R8M9,17066,5370,8047,1762,8779,12841,10143,20277,12488,8778,5212,11092,6455
Q5R8N4,24,1,75,1,22,50,45,14,31,6,0,17,14
Q5R8P3,21,16,30,7,39,69,58,15,41,3,0,59,44
Q5R8R4,30,59,122,22,95,120,75,29,132,22,57,169,78
Q5R8V9,12,24,61,5,19,56,75,52,91,7,0,53,7
Q5R8W6,205,400,767,126,485,746,1224,249,852,141,184,671,526
Q5R8X1,40,20,75,3,60,103,102,47,29,24,22,26,29
Q5R8Y3,10,4,35,0,21,37,49,36,31,7,0,7,10
Q5R8Z6,21,7,48,1,15,54,107,93,51,32,0,28,4
Q5R8Z8,934,603,1399,107,952,2005,1745,1149,2048,487,299,1234,840
Q5R903,39,71,106,9,116,162,777,85,320,51,0,468,112
Q5R930,202,79,223,16,211,325,1350,219,316,95,122,567,182
Q5R939,45,13,43,2,28,32,49,0,64,0,0,39,10
Q5R941,741,308,649,97,743,1266,1116,622,1014,223,358,950,509
Q5R957,98,14,112,3,98,263,129,135,106,34,85,55,55
Q5R971,77,94,261,16,257,272,375,249,357,101,81,260,125
Q5R979,157,102,237,32,164,293,271,72,387,63,87,209,173
Q5R991,40,64,438,7,126,296,136,83,325,20,54,106,77
Q5R9B3,360,276,739,86,470,791,1154,322,1016,147,223,662,283
Q5R9B8,81,42,145,14,114,199,226,86,148,22,54,103,95
Q5R9C1,11,16,36,0,12,42,19,6,27,12,0,12,9
Q5R9C2,0,0,0,0,0,0,0,0,0,0,0,0,3
Q5R9H4,31,11,45,8,21,26,108,50,20,4,0,13,1
Q5R9K8,46,27,66,6,56,80,156,67,99,22,24,79,55
Q5R9R4,24070,6636,10916,2018,12652,16718,16901,34612,18312,15034,6822,17601,9253
Q5R9T9,149,66,240,26,198,427,211,190,246,45,0,182,83
Q5R9U9,25,10,41,1,15,42,65,29,46,27,36,83,15
Q5R9W6,127,136,327,24,165,434,264,51,542,142,115,388,175
Q5RA02,5,2,5,1,1,2,12,13,4,0,0,6,0
Q5RA22,257,91,249,15,210,390,248,180,172,22,7,104,119
Q5RA42,103,100,260,16,161,344,823,256,413,133,42,570,157
Q5RA50,71,1,7,0,5,28,414,6,13,1,0,27,2
Q5RA81,37,20,70,7,75,35,208,117,91,9,39,85,14
Q5RA91,49,23,61,17,54,92,159,37,134,14,55,74,97
Q5RAD5,76,12,37,6,29,40,55,51,42,14,3,21,13
Q5RAG8,14,14,10,3,9,27,30,24,19,0,26,25,1
Q5RAH0,1984,919,2263,230,1897,3111,6766,2515,3740,1116,550,5039,1383
Q5RAJ6,180,79,378,26,176,322,430,299,479,199,29,597,123
Q5RAK6,98,162,368,65,147,290,449,93,502,30,41,415,246
Q5RAR0,0,2,5,0,0,9,4,0,3,0,0,2,0
Q5RAS6,457,93,690,28,217,715,2801,754,987,457,22,1435,187
Q5RAS8,37,12,39,5,46,101,129,16,79,14,53,95,31
Q5RAT5,4,3,31,6,6,47,116,27,28,9,0,22,10
Q5RAU0,7,3,4,1,4,18,4,5,4,0,0,0,3
Q5RAV9,215,294,410,108,333,677,731,291,826,110,84,742,385
Q5RAZ4,52,11,79,10,28,113,245,83,74,16,0,78,16
Q5RB63,82,24,58,2,34,75,190,47,66,26,19,60,47
Q5RBA4,968,372,589,137,1086,1997,439,676,992,149,590,139,508
Q5RBA8,108,6,65,3,46,107,141,47,33,33,12,4,48
Q5RBF2,39,24,83,7,26,97,151,113,79,31,23,35,10
Q5RBG1,23,17,136,5,55,210,156,75,64,35,14,43,27
Q5RBG4,12,31,103,3,38,99,206,74,100,11,0,86,13
Q5RBH4,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5RBH9,136,154,303,15,305,471,556,177,348,89,3,289,269
Q5RBI4,194,119,395,32,236,556,519,201,435,86,126,307,278
Q5RBL0,10,0,11,0,2,5,16,9,11,0,0,2,2
Q5RBL1,0,22,22,1,6,42,17,5,27,0,0,21,34
Q5RBL6,97,22,122,1,39,124,342,43,118,21,24,87,37
Q5RBN8,364,114,385,33,344,467,895,327,474,180,112,247,278
Q5RBN9,23,38,100,21,95,68,119,52,131,0,38,87,147
Q5RBP1,5,0,0,0,0,0,0,0,0,0,0,0,0
Q5RBP4,10,0,5,0,1,1,4,2,10,0,0,1,3
Q5RBR6,19,6,14,2,139,76,57,0,40,1,12,79,24
Q5RBR8,333,166,445,29,396,651,831,397,665,155,120,512,269
Q5RBS5,21,7,36,0,17,94,28,26,109,22,0,27,32
Q5RBT2,205,277,366,91,484,631,285,207,1056,260,175,791,472
Q5RBU7,249,179,214,33,220,454,612,359,1573,262,38,384,237
Q5RBW0,20,10,39,9,5,56,18,0,34,9,21,45,4
Q5RBY6,8,2,14,0,8,43,5,14,20,14,0,3,3
Q5RC06,52,14,64,4,30,142,129,58,80,8,0,31,38
Q5RC62,25,36,106,7,90,170,148,12,114,12,0,63,64
Q5RC69,0,0,18,0,0,10,0,1,0,5,0,1,5
Q5RC70,114,42,217,15,210,224,664,65,379,68,38,389,134
Q5RC74,273,162,436,36,279,462,914,229,527,192,76,662,211
Q5RC80,538,1812,3601,428,2379,3793,3867,499,3222,266,901,3198,1862
Q5RC87,12,4,5,0,5,11,28,10,9,4,27,2,1
Q5RC90,103,12,147,8,56,167,199,92,107,46,15,93,64
Q5RCB9,29,8,10,0,11,17,19,13,7,0,0,11,10
Q5RCH8,15,37,14,0,0,18,38,0,42,13,20,0,9
Q5RCI5,13,0,2,0,3,9,3,0,1,0,0,0,0
Q5RCI9,31,14,105,2,57,146,149,23,115,31,39,100,36
Q5RCS0,192,131,324,17,246,356,554,139,444,94,44,312,154
Q5RCW2,16,5,6,0,2,10,3,19,6,3,0,12,1
Q5RCY5,41,31,91,6,30,52,53,26,59,5,53,18,33
Q5RD07,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5RD64,0,2,0,0,0,0,0,1,0,0,0,0,0
Q5RD78,105,100,272,27,200,275,301,86,166,23,45,266,186
Q5RD88,9,7,16,0,2,15,32,9,8,7,0,10,7
Q5RDA4,10,0,0,0,0,3,6,4,1,0,0,3,0
Q5RDA9,0,25,23,4,50,59,53,0,46,1,38,84,76
Q5RDB4,11,20,42,15,25,79,46,23,68,6,0,43,38
Q5RDB9,36,34,66,14,74,130,109,31,97,19,28,61,49
Q5RDC1,1,1,17,0,3,15,10,18,6,1,0,4,1
Q5RDC7,11,16,27,0,30,49,48,32,66,10,0,28,26
Q5RDD8,119,97,164,17,169,323,407,315,331,114,20,492,166
Q5RDE3,53,42,75,14,57,68,33,29,147,21,3,82,31
Q5RDG3,153,58,169,15,96,187,409,113,324,38,18,154,85
Q5RDJ2,0,2,0,0,11,1,0,0,3,0,0,0,0
Q5RDN7,462,334,1054,60,742,1087,286,844,852,355,147,265,386
Q5RDQ2,13,8,23,1,2,14,30,27,20,0,0,19,4
Q5RDQ8,0,0,2,0,0,0,0,8,1,0,0,0,1
Q5RDU7,114,62,153,14,108,193,174,62,68,18,11,118,60
Q5RDW1,44,9,69,6,74,79,142,60,109,13,0,64,31
Q5RDX2,36,17,41,8,18,44,75,26,35,11,0,33,8
Q5RDY7,24,18,84,9,56,122,49,33,56,7,0,32,32
Q5RDZ2,16,5,32,1,5,27,98,20,27,7,0,29,13
Q5RE15,181,114,191,25,182,317,687,197,637,86,133,487,188
Q5RE28,46,54,87,5,54,118,98,77,91,33,0,103,56
Q5RE33,1289,486,1340,126,1343,2012,2417,1310,1841,348,255,1181,801
Q5RE57,117,106,311,22,173,259,502,159,326,79,23,271,82
Q5RE60,5,0,11,0,1,1,1,11,2,0,0,2,0
Q5RE70,14,22,138,6,14,75,37,46,91,5,21,57,11
Q5REC0,7,8,7,1,9,59,41,6,19,0,0,15,17
Q5REC2,60,32,77,4,23,39,117,19,88,22,0,82,55
Q5REL1,651,274,823,70,730,1220,2397,848,1159,304,282,1590,604
Q5RER2,0,123,190,33,113,267,20,67,460,109,0,319,39
Q5REU4,1417,828,1367,199,1183,1993,4850,2547,2373,827,541,4452,977
Q5REW1,55,29,83,4,63,95,210,59,83,16,0,400,33
Q5REY7,73,45,89,21,69,100,199,36,166,34,62,199,88
Q5REY8,44,29,87,7,34,89,161,36,111,33,9,74,74
Q5RF14,126,53,165,18,93,219,411,117,292,47,14,156,97
Q5RF32,0,12,10,0,27,19,0,0,0,5,0,0,22
Q5RF65,226,40,312,10,193,277,621,231,169,219,95,219,123
Q5RF67,219,102,217,23,192,338,274,157,482,103,98,191,196
Q5RF73,129,79,169,9,163,258,572,134,493,104,53,410,161
Q5RF77,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5RF84,235,138,317,25,267,460,1221,312,523,179,187,687,240
Q5RFA0,102,127,219,26,174,386,429,100,473,61,86,972,162
Q5RFD0,30,19,49,1,37,68,123,57,134,20,0,74,37
Q5RFD2,10,3,17,2,2,21,26,11,18,1,0,12,4
Q5RFD3,93,24,96,7,90,128,411,63,198,42,28,162,74
Q5RFE6,24,49,107,14,76,110,136,43,131,12,127,112,60
Q5RFI2,380,78,526,33,236,519,938,373,483,217,146,387,225
Q5RFP3,0,0,0,0,0,2,3,0,0,0,0,3,0
Q5RFP5,61,28,84,19,108,178,273,52,228,49,77,178,130
Q5RFQ0,19,70,106,24,108,273,315,42,186,22,54,198,253
Q5RFT1,9,0,12,0,0,2,9,9,0,0,0,4,3
Q5RFW0,0,0,0,0,0,0,7,13,0,0,0,1,0
Q5RG45,2,1,8,0,0,9,2,3,6,0,0,2,0
Q5RG82,93,31,101,14,85,108,608,128,197,63,44,298,45
Q5RGU1,2,16,35,2,36,34,36,20,58,3,0,22,15
Q5RH71,57,6,30,2,24,46,105,53,53,11,0,13,6
Q5RHH4,31,18,91,17,27,97,218,102,131,23,38,25,11
Q5RHI5,0,0,0,2,0,0,0,0,10,0,0,5,0
Q5RHP9,20,8,14,7,15,31,89,43,21,12,0,56,1
Q5RHR6,25,48,183,1,25,104,191,42,136,8,0,110,26
Q5RI56,66,19,40,8,28,49,127,93,70,4,0,46,8
Q5RI75,34,14,42,6,16,56,107,36,38,17,0,23,5
Q5RJA1,92,22,204,8,110,408,377,168,110,84,4,210,73
Q5RJI4,3,0,12,1,5,4,5,0,0,0,0,0,0
Q5RJQ0,5,2,7,1,3,7,4,9,4,1,0,15,4
Q5RJU3,381,186,462,25,409,780,790,427,679,235,86,700,380
Q5RJV0,146,92,243,40,175,351,273,177,308,92,82,184,159
Q5RJY2,64,114,62,48,257,139,336,46,240,4,0,159,66
Q5RJZ1,11,0,25,0,12,53,15,8,19,8,0,10,5
Q5RKQ0,111,47,106,9,73,140,273,139,174,95,56,274,90
Q5RKZ7,3,2,4,1,6,8,30,12,15,1,0,1,3
Q5S006,103,97,194,32,118,219,245,78,268,54,56,158,160
Q5S007,415,305,1101,99,475,1039,944,517,938,182,127,361,407
